Name of Establishment,Address
SH & S ENTERPRISES,"MT. SINAI ST. MOUNTAIN VIEW SUBD., BRGY. MANDALAGAN, BACOLOD CITY, Bacolod, Negros Occidental"
SUJAN'S PHARMACY,"Lot 1, Block 3, Zone 1, Margarita-Everlasting St., Bo. Obrero, Lapuz, Iloilo City, Iloilo"
SOUTH HEALTH MEDICS PHARMA,"South Health Bldg., Tan Lorenzo St., Brgy. 3, Kabankalan, Negros Occidental"
GENERIKA DRUGSTORE,"Stall No. Fl-1, Sigma Public Market, Brgy. Poblacion Norte, Sigma, Capiz"
FAITH PHARMACY,"C-17 TG Investment Co. Inc. Bldg., Hilado St., Brgy. 20, Bacolod, Negros Occidental"
THE GENERICS PHARMACY,"106 Olivar Bldg., Quintin Salas St., Jaro, Iloilo City, Iloilo"
THE GENERICS PHARMACY,"Perimeter Block No. 50, N. Aguilar Mall, Poblacion, Sagay City, Sagay, Negros Occidental"
MERCURY DRUG,"AANDA Bldg., Araneta St., Brgy. Poblacion, Bago, Negros Occidental"
SINGGO PHARMACY,"Huervana St., Lopez Jaena St., Brgy. Railway, La Paz, Iloilo City, Iloilo"
HINOLAN PHARMACY,"Jison Bldg., Rizal St., Brgy. 1, Silay, Negros Occidental"
LOBLYN'S PHARMACY,"Zone 3,  Bacuyangan, Hinoba-an, Negros Occidental"
JDN PHARMACY,"Plaza Burgos, Burgos Street, Brgy. 9, Bacolod, Negros Occidental"
FAMILYHEALTH & BEAUTY CORP.,"GF Savemore Supermarket, Rizal St., Silay, Negros Occidental"
LILIA DELFIN PHARMACY,"San Lorenzo St., Panitan, Capiz"
ARNAEZ DRUGSTORE,"Necesito St., Poblacion, Laua-an, Antique"
ILOILO GRACE PHARMACY,"28 Rizal St., Brgy. Laguda, Lapaz, Iloilo City, Iloilo"
MERCEDES ILOILO DRUG HOUSE,"Trinity House Bldg., Q. Abeto St., Mandurriao, Iloilo City, Iloilo"
JIBRIEL DRUGSTORE,"Tamborong, San Lorenzo, Guimaras"
"WATSONS PERSONAL CARE STORES (PHILS) INC.,","G/F SM City Iloilo, Benigno S. Aquino Avenue, Iloilo City, Iloilo"
LINDERO PHARMACY,"Public Market, Lambunao, Iloilo"
JAN JANUZ PHARMACY,"Barangay 3 Poblacion, Tigbauan, Iloilo"
THE GENERICS PHARMACY,"Door 2, Victoria F. Gensol Bldg. Burgos St. Brgy. Villamonte, Bacolod, Negros Occidental"
XL PHARMACY & MEDICAL SUPPLIES,"Door No. 8, Plaza Burgos St., Brgy. 9, Bacolod, Negros Occidental"
MERZ PHARMACY,"159 Q. Abeto St., Mandurriao, Iloilo City, Iloilo"
SUKIJAH PHARMACY,"Melliza Street, Poblacion Ilaud, Zarraga, Iloilo"
BOTICA CARMEN,"Tupas St., Brgy. 5 (Poblacion), Tigbauan, Iloilo"
THE GENERICS PHARMACY,"888 China Town Mall Annex Bldg., Barangay 8, Bacolod, Negros Occidental"
FARMACIA ALMAQUER,"Zone 1, Mclain, Buenavista, Guimaras"
PALMA'S PHARMACY,"Ma-ao Barrio, Bago, Negros Occidental"
KING LEE PHARMACY,"Mueda-Penaranda Sts., Brgy. Baybay Sur, Miagao, Iloilo"
HEALTHSURE DRUG & CONVENIENCE STORE,"Taldelore St., Barangay 1, Tigbauan, Iloilo"
SUPER K DRUG CORPORATION,"Pob. Ilaya, Panay, Capiz"
XL PHARMACY & MEDICAL SUPPLIES,"Door No. 8, Plaza Burgos St., Brgy. 9, Bacolod, Negros Occidental"
MAICA MAY PHARMACY,"Cordova Street, Barangay 5, Kabankalan, Negros Occidental"
BOTICA FATIMA ,"Brgy. Atabay, San Jose, Antique"
MJM PHARMACY ,"Barotac Nuevo Public Market, Barangay, Ilaud Poblacion, Barotac Nuevo, Iloilo"
THE GENERICS PHARMACY,"Barangay 9, Poblacion, Tigbauan, Iloilo"
AVE AND AYSSE PHARMACY,"Cartagena St., Barotac Nuevo, Iloilo"
FAMILYHEALTH & BEAUTY CORP.,"G/F City Mall San Carlos, Brgy. II, , San Carlos, Negros Occidental"
WATSONS YOUR PERSONAL DRUGSTORE,"Supermarket Area SM City Bacolod, Reclamation Area, Bacolod, Negros Occidental"
MARIA LIZ PHARMACY,"Ceres Terminal, Barangay Camalig, Jaro, Iloilo City, Iloilo"
THE GENERICS PHARMACY,"G/F Main Entrance, New City Mall Dela Rama Centre, Luzuriaga St., Brgy. 12, Bacolod, Negros Occidental"
7/22 PHARMACY,"Brgy. Rumbang, Pototan, Iloilo"
COSTCO MEDICINE SHOPPE,"Delgado St., Iloilo City, Iloilo"
GENERIKA DRUGSTORE,"V. GUSTILO ST. BRGY. IV, San Carlos, Negros Occidental"
I S MEDICINE CORNER,"ICDC Building, City Mall, Barangay Ungka II, Pavia, Iloilo"
Negros Grace Pharmacy,"Lot 2-B, Blk. 31, Brgy. Bata, Bacolod, Negros Occidental"
DINGLE GOVERNMENT WORKERS DEVELOPMENT COOPERATIVE (DGWDC),"Muyco Street, Barangay Poblacion, Dingle, Iloilo"
PHARMADOO MEDICAL GROUP INC. ,"2F Westland Gateway Complex, Brgy. San Rafael, Mandurriao, Iloilo City, Iloilo"
MEDINA DRUG STORE,"Agora Public Market, Valois St., Brgy. II, La Carlota, Negros Occidental"
GRACE PHARMACY,"Space G64, Ayala Malls Capitol Central, Barangay 8, Bacolod, Negros Occidental"
FAMILYHEALTH & BEAUTY CORP.,"Supermarket Area Savemore Market San Carlos, Locsin St., Brgy. IV, San Carlos, Negros Occidental"
GLEN'S PHARMACY,"Guanzon St., Brgy. 3, Kabankalan, Negros Occidental"
S GARCIA DRUGSTORE,"Agora Public Market, Barangay II (Poblacion), La Carlota, Negros Occidental"
FOURMULA 1 + BOTIKA NG BARANGAY  (F1+ BNB),"RHU Bldg., Delima St., Poblacion, Belison, Antique"
ROSE PHARMACY,"Gustilo Street, Barangay Five, San Carlos, Negros Occidental"
TABLETAS 2 PHARMACY & MEDICAL SUPPLIES,"CV Ramos Avenue, Purok Tapulanga, Brgy. Taculing, Bacolod, Negros Occidental"
SABER DRUGSTORE,"Brgy. Bancal, Carles, Iloilo"
DANCALAN DRUGSTORE,"Dancalan, Ilog, Negros Occidental"
PLMSC PHARMACY INCORPORATED,"PLMSC Building, Dela Rama St., Zamora-Melliza, Iloilo City, Iloilo"
ILOILO GRACE PHARMACY,"GT Plaza Mall, M. H. Del Pilar St., Brgy. Poblacion, Molo, Iloilo City, Iloilo"
MEDIHUB PHARMACY,"Total Gas Station, Cabahug Street, Brgy. 2 Pob. (zone 2), Cadiz, Negros Occidental"
FARMACIA THADDEUS,"Sto. Domingo St., San Joaquin, Iloilo"
BOTIKA AMARIS,"Taram Bldg. Blk. 15 Lot 5 Purok Mabinuligon, Barangay Mansilingan, Bacolod, Negros Occidental"
FARMACIA NEO,"185-A Barangay Bonifacio-Tanza, Iloilo City, Iloilo"
MALEZA'S DRUGSTORE,"Fulton St., Isio, Cauayan, Negros Occidental"
D AND F PHARMACY,"Salvacion, Buenavista, Guimaras, Buenavista, Guimaras"
ROKIA PHARMACY,"Barangay Bancal Public Market, Bancal, Carles, Iloilo"
IM4 PHARMACY,"Atabay, San Jose, Antique"
FLORTON DRUGSTORE,"San Roque St., Loctugan, Roxas, Capiz"
GUSTILO PHARMACY,"Gustilo Town Center Provincial Road , Barangay 1A Poblacion, Manapla, Bacolod, Negros Occidental"
MERCURY DRUG,"Corner Burgos-Lacson Sts., Bacolod, Negros Occidental"
RIOSTAR PHARMACY,"Barangay Poblacion, Ajuy, Iloilo"
NEGROS GRACE PHARMACY,"Lopue's San Sebastian St., Bacolod, Negros Occidental"
THE GENERICS PHARMACY,"BLOCK 2, LOT 29 & 30, SASON BLDG., ALIJIS ROAD, BARANGAY ALIJIS, Bacolod, Negros Occidental"
E. Berlin Pharmacy,"Iznart, Iloilo City, Iloilo"
Deb Pharmacy,"Real St. Poblacion, Banate, Iloilo"
GENERIKA DRUGSTORE,"De leon St., Brgy. II, Victorias, Negros Occidental"
JASAC Drugstore,"Bermejo Street, Zone III, Cabatuan, Iloilo"
NEGROS GRACE PHARMACY,"G/F Lopue's East Centre, Burgos Hilado St., National Highway, Brgy. Villamonte, Bacolod, Negros Occidental"
LITTLE FLOWER DRUGSTORE,"Tan Lorenzo St., Brgy. 1, Kabankalan, Negros Occidental"
The Generics Pharmacy,"Rizal St., Barotac Viejo, Iloilo"
ELEGARLE DRUGSTORE,"Injap, Burgos St., Brgy. Inzo Arnaldo Village, , Roxas, Capiz"
ROSE PHARMACY,"Rizal St., Brgy. Rizal-Tuguisan, Guimbal, Iloilo"
MEDIGREEN DRUGSTORE,"Nueva St., Poblacion, Tibiao, Antique"
FARMACIA NI DOK,"Ground Floor Sunflower Resort, Brgy. Balabag, Boracay Island, Malay, Makato, Aklan"
R & E PHARMACY,"Salvani St., Poblacion, Patnongon, Antique"
Negros Grace Pharmacy,"Merci Bldg., Guanzon St., Brgy. 1-Poblacion, Kabankalan, Negros Occidental"
The Generics Pharmacy,"Lot 22, Blk. 1 Lucky Homes, Brgy. Handumanan, Bacolod, Negros Occidental"
MERCURY DRUG ,"Space No. 1054, 1055, 1057A &1058A, First Floor, Ayala Malls Capitol Central, Gatuslao Street, Barangay 8, Bacolod, Negros Occidental"
NEGROS GRACE PHARMACY,"Lopez Jaena St., Brgy. 1, Pob., Hinigaran, Negros Occidental"
NEGROS GRACE PHARMACY,"Lopue's Value Store Bldg., Marañon St., Brgy. Poblacion II, Sagay, Negros Occidental"
DON LEOVIGILDO N. DIAPO SR. MUNICIPAL HOSPITAL PHARMACY,"Sto. Rosario St. Extension, Poblacion, Madalag, Aklan"
LA ESTETICA INTERNATIONAL INC.,"EX 318 3D Level Northwing SM Expansion Bldg., Barangay 12, Bacolod, Negros Occidental"
APTEK PHARMACY,"Public Market, Poblacion, Culasi, Antique"
ST. VERONICA DRUG STORE,"CABAHUG ST., BRGY. ZONE III, Cadiz, Negros Occidental"
MERCURY DRUG,"MST Building, Rizal Street, Barangay IV Poblacion, Hinigaran, Negros Occidental"
MEDIGREEN DRUGSTORE,"Nueva St., Poblacion, Tibiao, Tibiao, Antique"
EDNEL PHARMACY,"Villareal Highway, Poblacion Tabuc, Mambusao, Capiz"
FAMILYHEALTH & BEAUTY CORP.,"Rivson Commercial Bldg., Mabini corner Amelia St., Brgy. 40, PCB, Bacolod, Negros Occidental"
NAZ PHARMA,"STALL NO. 11 & 12, NEW PUBLIC MARKET BUILDING, OTON, ILOILO, POBLACION SOUTH, Oton, Iloilo"
CLARISSA PHARMACY,"Centro Pojo (Pob.), Bugasong, Bugasong, Antique"
MERCURY DRUG,"HPL Building, Veñegas St., District III, Poblacion, Sibalom, Antique"
BOTIKA NUJI'S,"Door # 3, CJS Building, Montelibano St., Brgy. Granada, Bacolod, Negros Occidental"
LAINE'S PHARMACY,"Public Market, Isabela, Negros Occidental"
ROSE PHARMACY,"Gaisano City, Roxas Arnaldo Blvd., Roxas, Capiz"
THE GENERICS PHARMACY,"Hernaez cor. Lopez Jaena Sts., Purok Sampaguita, Barangay 33, Bacolod, Negros Occidental"
SUPER K DRUG VII,"ESTANCIA, ILOILO, Estancia, Iloilo"
FARMACIA ROSELA,"FC Ledesma Ave., San Julio Subd., Brgy. II, San Carlos, Negros Occidental"
MEDSHOPPE PHARMACY,"Roxas Avenue, Poblacion, New Washington, Aklan"
A & M Medcare Product Distributors,"5th Lacson Street, Barangay 17, Bacolod, Negros Occidental"
LAINE'S PHARMACY,"Public Market, Isabela, Negros Occidental"
"THE GENERICS PHARMACY
","Gaisano Arcade, Arnaldo Blvd., Roxas, Capiz"
NEPCURIE DRUGSTORE,"Bangga Bante, Zarraga, Iloilo"
XL PHARMACY & MEDICAL SUPPLIES,"#4 Descartin Building corner AB Parreño-Galo, Barangay 20, Bacolod, Negros Occidental"
VINCOY DRUGSTORE,"Barangay. Balingasag, Bago City, Bacolod, Negros Occidental"
KAZZ N' ZAIN PHARMA-MART,"Gurrea St., Brgy. I, Poblacion, La Carlota, Negros Occidental"
XL PHARMACY & MEDICAL SUPPLIES,"#4 Descartin Building corner AB Parreño-Galo, Barangay 20, Bacolod, Negros Occidental"
GENERIKA DRUGSTORE,"Stall #16, Passi Public Market, Dorillo St., Passi, Iloilo"
MEDEXPRESS  DRUGSTORE,"BS AQUINO DRIVE, BRGY VILLAMONTE, BACOLOD CITY, Bacolod, Negros Occidental"
THE GENERICS PHARMACY,"106 OLIVAR BLDG., QUINTIN SALAS ST., JARO, , Iloilo City, Iloilo"
BOTIKA KAEL,"Bonifacio street, Barangay Pojo , Bugasong, Antique"
FOURMULA 1 + BOTIKA NG BAYAN (F1+BNB),"Cabano, San Lorenzo, Guimaras"
CEMP PHARMACY,"Taft Street, Maasin, Iloilo"
BGX PHARMACY,"Brgy. Aguisan, Himamaylan, Negros Occidental"
HOSPITALIAN'S PHARMACY,"Palje St., Mambusao, Capiz"
Laine's Pharmacy,"Public Market, Isabela, Negros Occidental"
S.B.C PHARMACY,"Poblacion Norte, Ivisan, Ivisan, Capiz"
THE GENERICS PHARMACY,"Villanueva Building, De Leon St., Brgy. II, Victorias, Negros Occidental"
BOTIKA ATINA,"Libertad St., Igbaras, Iloilo"
THE GENERICS PHARMACY,"Muyco Street, Dingle, Iloilo"
FARMACIA TERESITA,"G-1 Teodoro Arcenas Trade Center (TACT), Roxas, Capiz"
PANACEA PHARMACY,"Cor. La Paz- Ogatiz Sts., Brgy. III Poblacion, La Carlota, Negros Occidental"
SINCERE DRUGSTORE,"G/F Guanzon Bldg. Gatuslao St., Brgy. 13, Bacolod, Negros Occidental"
BLANCAFLOR DRUGSTORE,"Purok Rosas, Brgy. Su-ay, Himamaylan, Negros Occidental"
XL PHARMACY & MEDICAL SUPPLIES,"NMA Bldg., CV Ramos Ave., Brgy. Taculing, Bacolod, Negros Occidental"
GENERIKA DRUGSTORE,"MLT Bldg. Unit 2, Minglanilla St., Brgy. Suba, Calatrava, Negros Occidental"
P.O.Y.D.L.C. PHARMACY,"#40 Lizares Yulo St., Purok Everlasting, Barangay 34, Bacolod, Negros Occidental"
MERCURY DRUG,"Northpoint, Atrium Bldg., B.S. Aquino Drive, Villamonte, Bacolod, Negros Occidental"
ST. MARY'S PHARMACY,"Sipalay Public Market, Sipalay, Negros Occidental"
 Tabletas 4 Pharmacy  & Medical Supplies,"Loyola Heights cor. Hilado St., LN Agustin Drive, Brgy.Villamonte, Bacolod, Negros Occidental"
FOURMULA ONE  PLUS BOTIKA NG BAYAN (F1 + BNB),"Real St., Poblacion, Patnongon, Antique"
MERCURY DRUG,"Iznart St., Ed Ganzon, Iloilo City, Iloilo"
CARIMED PHARMACY,"Brgy. Hibao-an Sur, Iloilo City, Iloilo"
NEGROS GRACE PHARMACY,"Daalco Bldg., Mercedes Avenue, Brgy. 40, Bacolod, Negros Occidental"
LORD'S DRUGSTORE,"Barangay Balabag, Pavia, Iloilo"
The Generics Pharmacy,"G/F Carpark-Coop. Area, Lopue's East Center, Burgos St. corner, Circumferential Rd., Bacolod, Negros Occidental"
FAMILYHEALTH & BEAUTY CORP.,"G.F. Robinsons Place Roxas, Pueblo de Panay, Brgy. Lawa-an, Roxas, Capiz"
BEAZ PHARMACY & MEDICAL CLINIC,"J. T. Bretaña St.,  Ilaya Pob., Barotac Nuevo, Iloilo"
FARMACIA DORONILA,"Pavia Public  Market, Brgy. Purok II, Pavia, Iloilo"
JHEMZ PHARMACY,"Poblacion, Barotac Viejo, Iloilo"
FAMILYHEALTH & BEAUTY CORP.,"UGF SM City Iloilo, Benigno Aquino Avenue, Brgy. Bolilao, Mandurriao District, Iloilo City, Iloilo"
JDN-MK PHARMACY AND MEDICAL SUPPLIES,"Bangga Laurel, JJ Gonzaga St., Barangay Mansilingan, Bacolod, Negros Occidental"
GAVER PHARMACY,"GAVER Building , Roxas Avenue, Poblacion, Kalibo, Aklan"
ROSE PHARMACY,"J.C. Zulueta St., Brgy. Pob. South, Oton, Iloilo"
3R'S SHOPPERS PHARMACY,"Abaca, Tobias Fornier, Antique"
TRI O PHARMA INCORPORATED,"Lovecovemiel Real Estate Property Leasing, Brgy. San Angel, San Jose, Antique"
978 PHARMACY,"Abelarde Street, Barangay Zone IV, Cadiz, Negros Occidental"
SANDROVAN DRUGSTORE,"Barangay 1 Poblacion, Hinoba-an, Negros Occidental"
THE GENERICS PHARMACY,"Door No. 4, Brgy. Poblacion Sur, Sigma, Capiz"
JIP JAMES PHARMACY,"Cor. Locsin - V. Gustillo Sts., Barangay V (Pob.), San Carlos, Negros Occidental"
Mercury Drug,"Cor. Valeria-Delgado Sts., Ed Ganzon, Iloilo City, Iloilo"
M2N CORNER PHARMACY,"Brgy. Cabalabaguan (Mina Public Market), Mina, Iloilo"
Mercury Drug,"Space No. 1054, 1055, 1057A & 1058A, First Floor, Ayala Malls Capitol Central, Gatuslao Street, Barangay 8, Bacolod, Negros Occidental"
MERCURY DRUG ,"T.A. Fornier St., Barangay 2, San Jose, Antique"
PRIMACURE PHARMACY,"Unit 1-1 Jose G. Aportadera Bldg. 36th Commission Civil St., Brgy. Fatima, Jaro, Iloilo City, Iloilo"
NEGROS GRACE PHARMACY,"Lopues Annex Bldg., Lacson St., Mandalagan, Bacolod, Negros Occidental"
ALICE DRUG STORE," G/F Hinigaran Framar G Bldg. 1, Rizal Street, Brgy. IV, Hinigaran, Negros Occidental"
"HUA  KONG CHINESE DRUG & TRADING, INC.","Savemore Market, Mabini Street, Barangay Zone 12, Talisay, Negros Occidental"
SUPER K DRUG V,"Arnaldo Blvd., Roxas, Capiz"
ST. VERONICA DRUG STORE,"Cabahug St., Brgy. Zone III																 	CABAHUG ST., BRGY. ZONE III, CADIZ CITY, NEGROS OCCIDENTAL																	 										CABAHUG ST., ZONE 3																				, Cadiz, Negros Occidental"
I AM PHARMACY,"Brgy. Hanglid, President Roxas, Capiz"
FARMACIA ROSELA,"FC Ledesma Ave., San Julio Subd., Brgy. II, San Carlos, Negros Occidental"
CALATRAVA DRUGSTORE,"#17 Carbajosa Street, Brgy. Suba, Calatrava, Negros Occidental"
FARMACIA CARMELLI,"Quezon St., Poblacion, Pilar, Capiz"
8M'S DRUGSTORE,"Cambugnon St., Brgy. IV, Himamaylan, Negros Occidental"
E.A PHARMACY,"Brgy. Balucuan , Dao, Capiz"
"HUA KONG CHINESE DRUG & TRADING, INC.","#67 Tindalo Ave., Bacolod, Negros Occidental"
Health Aid Pharmacy,"Purok IV Gonzaga St., Pavia, Iloilo"
Negros Grace Pharmacy,"Metro Plaza, Bacolod, Negros Occidental"
EASTERN BASIC PHARMACY,"Mabini St., Poblacion, Kalibo, Aklan"
NEGROS GRACE PHARMACY,"Prince Hypermart, Brgy. II-Poblacion, Himamaylan, Negros Occidental"
MERCURY DRUG,"Quimpo Bldg., Archbishop Reyes St., Poblacion, Kalibo, Aklan"
BOTIKA NI MAU,"Tabuc Sur, Panitan, Capiz"
BOTIKA AMOR,"Bermejo St., Brgy.,Zone III Poblacion, Cabatuan, Iloilo"
JEMESSA DRUG & GROCERY,"Yulo St., Binalbagan, Negros Occidental"
NEGROS GRACE PHARMACY,"Merci Bldg., Guanzon St., Kabankalan, Negros Occidental"
HOLISTIC HEALTH PHARMACLINICS CO.,"Ground Floor, RBG Bldg., #19 Jalandoni St., Brgy. Hipodromo, Iloilo City, Iloilo"
THE GENERICS PHARMACY,"Bonifacio St., Brgy. Sta. Filomena, Iloilo City, Iloilo"
FARMACIA STA. ELENA,"Brgy. Rumbang, Pototan, Iloilo"
J. GONZALES PHARMACY,"Centro Norte, Pandan, Antique"
Geebeth's Pharmacy,"Poblacion, Patnongon, Antique"
GENERIKA DRUGSTORE,"Barangay Pob. Centro, Calinog, Iloilo"
YELLOW CROSS PHARMACY AND CLINIC,"Barangay Jibolo, Janiuay, Iloilo"
"VAXIMAX MARKETING VENTURES, INC.","Rm. 304, AJL Annex Bldg., Gen. Luna St., Iloilo City, Iloilo"
NEGROS GRACE PHARMACY,"Cor. Verbena - Libertad St., Bacolod City, Bacolod, Negros Occidental"
Mercury Drug,"Corner E. Lopez-Javellana Sts., Brgy. San Jose, Jaro, Iloilo City, Iloilo"
JUSTICE CALIXTO O. ZALDIVAR MEMORIAL HOSPITAL PHARMACY,"Bagumbayan, Pandan, Antique"
H AND S DRUG SAN CARLOS,"EUSEBIO, C-2 ROAD, BRGY. PALAMPAS, San Carlos, Negros Occidental"
JMP DRUGSTORE,"Ambulong South, Manoc-Manoc, Boracay Island, Malay, Aklan"
ROSE PHARMACY,"G/F Gaisano Capitol Oton, J.C. Zulueta St., Oton, Iloilo"
SEBASTE COMMUNITY HOSPITAL PHARMACY,"Poblacion, Sebaste, Antique"
INIGO'S PHARMACY,"BARANGAY 5 (POB.), Kabankalan, Negros Occidental"
YONGQUE DRUGSTORE,"Jinalinan, Barbaza, Antique"
ROSE PHARMACY,"Plazuela de Iloilo, Diversion Road, Barangay San Rafael, Mandurriao, Iloilo City, Iloilo"
Farmacia Natividad ,"Brgy. Rumbang, Pototan, Iloilo"
MERCURY DRUG,"Jetty Port, Caticlan, Malay, Aklan"
 THE GENERICS PHARMACY,"Poblacion Ilaya, Maayon, Capiz"
J. BELUSO DRUGSTORE,"Osmeña St., Barangay  Poblacion  Centro, Calinog, Iloilo"
THE GENERICS PHARMACY,"888 China Town Mall Annex Bldg., Barangay 8, Bacolod, Negros Occidental"
"THE GENERICS PHARMACY
","Poblacion, Banate, Iloilo"
THE GENERICS PHARMACY,"Zone-IV, Brgy. Balabag Proper, Boracay Island, Malay, Aklan"
FAMILYHEALTH & BEAUTY CORP.,"R.J. PE Commercial Bldg., along Gov. Villavert St., cor. Salazar St., Barangay 5, San Jose, Antique"
FASTLANE DRUGSTORE & MEDICAL CLINIC ,"2-C Lopez Jaena St., Brgy. San Isidro, Jaro, Iloilo City, Iloilo"
 GREEN HAUS PHARMACY,"Remegio Street, Purok III, Pavia, Iloilo"
  ONE GENESIS  PHARMACY,"#254 Lacson St., Brgy. II (Pob), Manapla, Negros Occidental"
LINGPAU DRUGSTORE,"Poblacion (Elizalde), President Roxas, Capiz"
CALATRAVA MUNICIPAL HOSPITAL PHARMACY,"Minglanilla Street, Suba, Calatrava, Negros Occidental"
Mercury Drug,"Rizal St., Guimbal, Iloilo"
MERCURY DRUG ,"E. Lizares Bldg., Mabini St., Brgy. Zone 4-A, Talisay, Negros Occidental"
NEGROS GRACE PHARMACY,"Lopue's San Sebastian Bldg., Brgy. Gargato, Hinigaran, Negros Occidental"
SUPER K DRUG,"Simeon Aguilar St., Passi, Iloilo"
JTA PHARMACY,"Brgy. Poblacion, New Washington, Aklan"
SARENA PHARMACY AND GENERAL MERCHANDISING CO.,"Nerio Salcedo St., Sara, Iloilo"
SEMIRARA DRUGSTORE,"Semirara, Caluya, Antique"
CHME BOTIKA MART,"Lot 62 Blk 3 Woodside Subdivision, Brgy. Alijis, Bacolod, Negros Occidental"
WATSONS PERSONAL CARE STORES (PHILS) INC.,"Supermarket Area SM City Bacolod, Reclamation Area, Bacolod, Negros Occidental"
SINCERE DRUG STORE,"Libertad St., Barangay 40, Bacolod, Negros Occidental"
CONFLUENCE HEALTH AND WELLNESS PRODUCTS,"Simeon Aguilar St., Passi, Iloilo"
F. A. F. PHARMACY,"Mabini St., Poblacion, , Kalibo, Aklan"
MERCURY DRUG ,"Araneta St., Purok San Miguel, Brgy. Sum-ag, Bacolod, Negros Occidental"
JOMICAR PHARMACY,"Corner Rizal Libo-on Sts., Guimbal, Iloilo"
IHDC PHARMACY,"Inday Leah, San Miguel, Jordan, Guimaras"
EDFRAGENE PHARMACY,"Sitio Malbog, Brgy. Tingui-an, Balasan, Iloilo"
WESTMED PHARMACY,"Zone 3 , BRGY. AGANAN, Pavia, Iloilo"
MERCURY DRUG,"M.H. Del Pilar St., Molo, Iloilo City, Iloilo"
MEDSSAVE DRUGSTORE,"Prince Hypermart Sagay, National Highway, Brgy. Poblacion II, Sagay, Negros Occidental"
AMBEX PHARMA,"Arnaldo Blvd., Brgy. Tanque, Roxas, Capiz"
NEGROS GRACE PHARMACY ,"Gaisano City Mall Araneta St., Singcang-Airport, Bacolod, Negros Occidental"
RAYJ PHARMACY,"Sitio Carmencian, Brgy. Hacienda Fe, Escalante, Negros Occidental"
THE GENERICS PHARMACY,"G/F Main Entrance, New City Mall Dela Rama Centre, Luzuriaga St., Brgy. 12, Bacolod, Negros Occidental"
NANING PHARMACY,"Villareal Highway,Pob. Tabuc, Mambusao, Capiz"
A & M PHARMACY,"Villareal Highway, Poblacion Tabuc, Mambusao, Capiz"
NEGROS GRACE PHARMACY,"Lot 25, Blk. 15, De Leon St., Brgy. 2, Victorias, Negros Occidental"
BOTIKA ILONGGO,"Luna Street, Barangay Bantud, La Paz, Iloilo City, Iloilo"
UMALI DRUGSTORE,"Sto. Rosario, Buenavista, Guimaras"
MERCURY DRUG,"Barangay CC EL, 98 St., Jaro, Iloilo City, Iloilo"
RABBI PHARMACY,"Brgy. Poblacion, Tabuc, Maayon, Capiz"
FAMILYHEALTH & BEAUTY CORP,"GF. G-33 & 34 Gaisano City Mall, Luna St., Barangay Luna, District of La Paz, Iloilo City, Iloilo"
P & R DRUGSTORE,"Barangay Paraiso, Sagay, Negros Occidental"
LILIAS3 PHARMACY,"Barangay 2 - Poblacion, Moises Padilla, Negros Occidental"
NECA PHARMACY,"Barangay San Antonio, Ajuy, Iloilo"
FAMILYHEALTH & BEAUTY CORP.,"Puregold Jaro El 98 Road corner Cuartero St., Barangay Cuartero, Iloilo City, Iloilo"
HYDEN FYTH PHARMACY,"Brgy. Bato, Sagay City, Sagay, Negros Occidental"
ROSE PHARMACY,"Gaisano Grand Mall of Antique, Bagumbayan St., Brgy. 8, San Jose, Antique"
CLAVAREN BOTICA,"Bangga Sawmill, Brgy. Bata, Bacolod, Negros Occidental"
MGD PHARMACY,"Bermejo St., Cabatuan, Iloilo"
DMG PHARMACY,"Barangay Mc Lain, Buenavista, Guimaras"
THE GENERICS PHARMACY,"Suante Dominador Bldg., J. Magno Street, Brgy. Poblacion, Kalibo, Aklan"
MERCURY DRUG,"RBV Bldg., Arnaldo Blvd., Brgy. Tanque, Roxas, Capiz"
FLORTON DRUGSTORE,"San Roque St., Loctugan, Roxas, Capiz"
VINCOY DRUGSTORE,"Barangay Balingasag, Bago, Negros Occidental"
BOTIKA SA PAROKYA,"Atienza Ave., Brgy. V, San Carlos, Negros Occidental"
FARMACIA FRANITA,"Roxas Street, Brgy. Pob 1, Sagay, Negros Occidental"
ACEL PHARMACY,"Atabay, Brgy. 2, San Jose, Antique"
NEGROS GRACE PHARMACY,"Magallanes Street, Brgy. Sto. Rosario, Binalbagan, Binalbagan, Negros Occidental"
JRA DRUGSTORE,"Poblacion, Banate, Iloilo"
BOTIKA SA PAROKYA,"Atienza Ave., Brgy V, San Carlos, Negros Occidental"
DISTRIPHIL PHARMACY,"Fast Logistics Warehouse Compound, Brgy. Lapuz Norte, Lapuz, Iloilo City, Iloilo"
NAZ PHARMA,"STALL NO. 11 & 12, NEW PUBLIC MARKET BUILDING, Oton, Iloilo"
THE GENERICS PHARMACY,"San Jose St., Pototan, Iloilo"
NEGROS GRACE PHARMACY,"V.S. Ong & Sons Bldg., 3rd Araneta St., Brgy. Poblacion, Bago, Negros Occidental"
THE GENERICS PHARMACY,"Elisa Bldg., Kapitan Sabi Corner Mabini St., Talisay, Negros Occidental"
GREEN LIVING PHARMACY ,"St. Teresa Residences I, Rosario Doña Juliana St., Barangay 33, Bacolod, Negros Occidental"
SOUTH STAR DRUG,"Robinson's Supermarket Bacolod, Lacson St., Brgy. Mandalagan, Bacolod, Negros Occidental"
The Generics Pharmacy,"San Jose St., Pototan, Iloilo"
